R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds
Montel Jackson,JP Buys,-630.0,450,15.873015873015872,450.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,1.76,0.43,2.5,1.7,0.3,1,2,5,0,0,0,0,0,1,0,1,Orthodox,165.1,170.18,135,0,1,0,3.42,0.55,0.3,4.13,0.78,3,2,17,0,0,0,2,2,1,0,5,Southpaw,177.8,190.5,135,29,25,1,-1,-2,-4,0,-12,0,-2,0,-12.700000000000015,-20.32,-4,-1.66,2.2,-2.43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,215.0,800.0,400.0,1600.0,100.0,1800.0
Erin Blanchfield,Sarah Alpar,-435.0,330,22.988505747126435,330.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,2.36,0.44,0.4,1.61,0.26,1,1,5,0,0,0,0,0,1,0,1,Southpaw,162.56,160.02,135,0,0,0,8.0,0.57,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,167.64,135,22,30,1,0,1,1,1,5,0,0,1,0.0,-7.620000000000003,8,-5.640000000000001,0.4,-1.39,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,100.0,500.0,450.0,1400.0,330.0,1600.0
Impa Kasanganay,Carlston Harris,-105.0,-115,95.23809523809524,86.95652173913044,2021-09-18,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,1,0,5.27,0.49,2.7,0.0,0.0,1,0,1,0,0,0,0,0,1,0,1,Orthodox,182.88,193.04,170,0,1,0,4.96,0.48,0.2,1.75,0.58,3,1,13,0,0,0,3,0,1,0,4,Orthodox,180.34,190.5,170,27,34,0,0,-2,-3,-1,-12,0,0,0,2.539999999999992,2.539999999999992,7,0.3099999999999996,2.5,-1.75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,2:38,158.0,175.0,400.0,1100.0,250.0,450.0,600.0
Emily Whitmire,Hannah Goldy,-125.0,105,80.0,105.0,2021-09-18,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,2,0,0,6.05,0.47,0.3,0.61,0.33,1,2,9,0,0,0,1,0,0,0,1,Orthodox,162.56,154.94,125,2,0,0,2.5,0.31,0.5,1.9,0.66,2,3,8,0,0,0,1,0,1,0,2,Orthodox,165.1,160.02,125,30,29,0,0,-1,-1,-1,1,0,0,-1,-2.539999999999992,-5.0800000000000125,-1,3.55,-0.2,-1.29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1.0,4:17,257.0,120.0,180.0,800.0,1100.0,1400.0,700.0
Derek Brunson,Darren Till,130.0,-150,130.0,66.66666666666666,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,1,0,1,2.26,0.46,0.0,0.5,0.41,4,3,29,1,0,1,3,2,0,0,6,Southpaw,182.88,187.96,185,0,4,0,3.45,0.47,0.5,3.15,0.34,5,6,44,0,0,0,7,7,2,0,16,Southpaw,185.42,195.58,185,37,28,1,-4,-1,-10,-3,-15,1,-5,-2,-2.5400000000000205,-7.620000000000003,-9,-1.1900000000000004,-0.5,-2.65,1,1,7.0,5.0,,,,,,,5.0,,,,,,,,,,,,,7.0,,,,,,,Red,SUB,Rear Naked Choke,3.0,2:13,733.0,450.0,350.0,2000.0,1600.0,300.0,130.0
Tom Aspinall,Serghei Spivac,-240.0,195,41.66666666666667,195.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,0,3,0,3.71,0.49,0.2,2.72,0.57,3,2,14,0,1,0,1,1,1,0,4,Orthodox,190.5,198.12,260,0,3,0,7.19,0.65,1.4,2.73,1.0,3,0,4,0,0,0,0,2,1,0,3,Orthodox,195.58,198.12,256,28,26,0,0,0,1,2,10,0,-1,0,-5.0800000000000125,0.0,-2,-3.4800000000000004,-1.2,-0.0099999999999997,1,1,14.0,13.0,,,,,13.0,,,,,,,,,,,,,14.0,,,,,,,,,Red,KO/TKO,Elbow,1.0,2:30,150.0,400.0,550.0,500.0,800.0,120.0,550.0
Alex Morono,David Zawada,-125.0,105,80.0,105.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,1,0,0,3.84,0.41,1.7,0.97,0.33,1,3,10,0,0,0,0,0,1,0,1,Orthodox,182.88,190.5,170,0,1,0,5.14,0.42,0.4,0.38,0.25,3,4,30,0,0,1,4,2,1,0,8,Orthodox,180.34,182.88,170,31,31,1,-1,-2,-7,-1,-20,0,-2,0,2.539999999999992,7.620000000000003,0,-1.2999999999999998,1.2999999999999998,0.59,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,180.0,250.0,600.0,650.0,500.0,500.0
Modestas Bukauskas,Khalil Rountree Jr.,-160.0,140,62.5,140.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Blue,False,Light Heavyweight,MALE,3,2,0,0,3.24,0.38,0.2,0.0,0.0,3,5,18,0,0,0,1,3,0,0,4,Southpaw,185.42,193.04,205,2,0,0,3.59,0.37,0.0,0.0,0.0,1,2,5,0,0,0,0,1,0,0,1,Switch,190.5,198.12,205,27,31,0,0,2,3,3,13,0,2,0,-5.079999999999984,-5.0800000000000125,4,-0.3499999999999996,0.2,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,2.0,2:30,450.0,275.0,650.0,1100.0,2800.0,165.0,225.0
Paddy Pimblett,Luigi Vendramini,-145.0,125,68.96551724137932,125.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,1,0,0,2.82,0.4,0.6,1.11,0.15,1,2,6,0,0,0,0,1,0,0,1,Orthodox,172.72,185.42,155,0,0,0,10.64,0.58,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,26,25,1,0,1,1,2,6,0,1,0,-5.0800000000000125,0.0,-1,-7.82,0.6,1.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:25,265.0,300.0,380.0,275.0,800.0,350.0,400.0
Molly McCann,Ji Yeon Kim,-120.0,100,83.33333333333334,100.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,5.04,0.34,0.0,0.0,0.0,2,3,17,0,0,2,0,1,0,0,3,Orthodox,170.18,182.88,125,2,0,0,5.67,0.49,0.6,1.7,0.32,3,3,17,0,0,0,3,0,0,0,3,Orthodox,162.56,157.48,125,31,31,-1,0,-1,0,0,0,0,1,0,7.620000000000003,25.40000000000001,0,-0.6299999999999999,-0.6,-1.7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,130.0,140.0,1100.0,1100.0,1000.0,1100.0
Jack Shore,Liudvik Sholinian,-630.0,450,15.873015873015872,450.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,1.27,0.2,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,180.34,135,0,3,0,4.03,0.58,0.9,4.47,0.41,3,0,8,0,0,1,0,0,2,0,3,Orthodox,172.72,180.34,135,26,31,0,-3,-3,-3,0,-8,0,0,-2,5.0800000000000125,0.0,5,-2.76,-0.9,-4.47,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,150.0,800.0,175.0,2200.0,350.0,1400.0
Julian Erosa,Charles Jourdain,170.0,-200,170.0,50.0,2021-09-04,"Las Vegas, Nevada, USA",USA,Red,False,Catch Weight,MALE,3,0,1,1,5.07,0.46,0.6,0.0,0.0,1,2,14,0,0,0,0,2,0,0,2,Switch,175.26,175.26,145,1,0,0,5.55,0.47,0.9,1.45,0.5,2,5,19,0,0,1,0,2,1,0,4,Southpaw,185.42,187.96,145,32,25,-1,1,-1,-2,-3,-5,0,0,-1,-10.160000000000023,-12.700000000000015,-7,-0.4799999999999995,-0.3,-1.45,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,D'Arce Choke,3.0,2:56,776.0,450.0,500.0,600.0,1200.0,550.0,-110.0
Dalcha Lungiambula,Marc-Andre Barriault,140.0,-160,140.0,62.5,2021-09-04,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,5.8,0.46,0.0,0.35,0.25,1,3,14,0,0,0,0,1,0,0,1,Orthodox,185.42,187.96,185,0,1,0,2.97,0.43,0.0,2.05,0.46,1,1,9,0,0,0,1,1,0,0,2,Orthodox,172.72,193.04,185,34,31,0,0,0,-1,2,5,0,0,0,12.700000000000015,-5.079999999999984,-3,2.83,0.0,-1.6999999999999995,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,350.0,250.0,2200.0,800.0,350.0,175.0
Edson Barboza,Giga Chikadze,-125.0,105,80.0,105.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,5,0,6,0,3.76,0.45,0.3,0.33,0.33,6,1,17,0,0,2,2,2,0,0,6,Orthodox,182.88,187.96,145,0,2,0,4.11,0.44,0.1,0.4,0.44,4,9,64,0,1,1,6,8,0,0,16,Orthodox,180.34,190.5,145,35,33,0,4,2,-10,-8,-47,0,-6,0,2.539999999999992,-2.539999999999992,-2,-0.3500000000000005,0.1999999999999999,-0.07,1,1,10.0,9.0,,,,,,,,,,9.0,,,,,,,,,,,,,10.0,,,,Red,KO/TKO,Punch,3.0,1:44,704.0,250.0,400.0,1400.0,2500.0,250.0,200.0
Bryan Battle,Gilbert Urbina,-200.0,170,50.0,170.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,0,0,6.21,0.59,0.0,4.14,0.33,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,190.5,185,0,0,0,6.34,0.52,2.1,2.07,1.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,195.58,185,26,25,0,0,0,0,0,0,0,0,0,5.079999999999984,-5.0800000000000125,-1,-0.1299999999999999,-2.1,2.07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:15,435.0,175.0,350.0,400.0,700.0,350.0,800.0
Ricky Turcios,Brady Hiestand,-145.0,125,68.96551724137932,125.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,0,0,4.4,0.49,0.0,6.0,0.54,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,180.34,135,1,0,0,7.0,0.45,0.0,1.0,0.22,0,1,3,0,0,0,0,0,0,0,0,Orthodox,175.26,180.34,135,28,22,-1,0,0,0,-1,-3,0,0,0,-2.539999999999992,0.0,-6,-2.6,0.0,5.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,165.0,240.0,700.0,800.0,350.0,800.0
Kevin Lee,Daniel Rodriguez,-145.0,125,68.96551724137932,125.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,2,0,8.06,0.5,0.2,0.84,0.55,4,1,16,0,0,0,3,2,1,0,6,Southpaw,185.42,187.96,170,1,0,0,3.89,0.42,0.8,3.19,0.43,5,6,44,1,0,1,3,3,4,0,11,Orthodox,175.26,195.58,170,28,34,-1,2,-1,-5,-5,-28,-1,-1,-3,10.160000000000023,-7.620000000000003,6,4.17,-0.6000000000000001,-2.35,1,1,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,215.0,330.0,300.0,1600.0,700.0,330.0
Andre Petroski,Micheal Gillmore,-550.0,400,18.181818181818183,400.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,0,0,2.35,0.59,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,185,0,0,0,3.48,0.57,1.1,4.55,0.44,0,0,0,0,0,0,0,0,0,0,0,Switch,182.88,185.42,185,30,34,0,0,0,0,0,0,0,0,0,-2.539999999999992,-2.5400000000000205,4,-1.13,-1.1,-4.55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,3.0,3:12,792.0,500.0,1100.0,100.0,1800.0,225.0,800.0
Makhmud Muradov,Gerald Meerschaert,-575.0,410,17.391304347826086,410.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,1,0,3.41,0.44,1.8,2.58,0.4,2,6,24,0,0,0,0,1,6,0,7,Southpaw,185.42,195.58,185,0,3,0,5.39,0.42,0.3,0.31,0.16,3,0,9,0,0,0,1,2,0,0,3,Orthodox,187.96,190.5,185,31,33,0,-2,-1,4,6,15,0,-1,6,-2.539999999999992,5.0800000000000125,2,-1.9799999999999995,1.5,2.27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,1:49,409.0,225.0,1200.0,1100.0,1000.0,-150.0,2000.0
Alessio Di Chirico,Abdul Razak Alhassan,-265.0,215,37.735849056603776,215.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,3,0,0,3.71,0.48,0.0,0.53,0.28,3,4,14,0,0,0,0,4,0,0,4,Orthodox,177.8,185.42,185,0,1,0,3.3,0.41,0.0,1.62,0.45,2,5,22,0,0,2,0,2,0,0,4,Orthodox,182.88,187.96,185,31,36,3,-1,1,0,-1,-8,0,2,0,-5.079999999999984,-2.539999999999992,5,0.4100000000000001,0.0,-1.09,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,1.0,0:17,17.0,175.0,700.0,650.0,3500.0,175.0,350.0
Sam Alvey,Wellington Turman,-105.0,-115,95.23809523809524,86.95652173913044,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,2,0,0,3.04,0.47,0.6,2.22,0.22,1,3,8,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,185,5,0,1,3.29,0.44,0.1,0.07,0.16,4,10,46,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,185,35,25,-3,0,-3,-9,-7,-38,0,-5,-1,-5.0800000000000125,-7.620000000000003,-10,-0.25,0.5,2.1500000000000004,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,350.0,250.0,2000.0,450.0,240.0,400.0
Dustin Jacoby,Darren Stewart,-200.0,170,50.0,170.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,2,0,0,3.05,0.45,0.1,1.75,0.45,3,6,28,0,0,1,1,2,1,0,5,Orthodox,182.88,187.96,205,0,3,1,4.32,0.49,0.0,0.35,0.4,3,2,16,0,0,0,2,1,0,0,3,Orthodox,190.5,193.04,205,33,30,2,-3,0,2,4,12,0,1,1,-7.620000000000003,-5.079999999999984,-3,-1.2700000000000005,0.1,1.4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,3:04,184.0,140.0,350.0,1600.0,1000.0,250.0,650.0
JJ Aldrich,Vanessa Demopoulos,-475.0,350,21.052631578947366,350.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,3.13,0.42,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,157.48,149.86,125,0,1,0,4.05,0.44,0.0,0.82,0.41,3,3,23,0,0,1,4,0,0,0,5,Southpaw,165.1,170.18,125,28,32,1,-1,-3,-5,-2,-20,0,0,0,-7.620000000000003,-20.32,4,-0.92,1.0,-0.82,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-175.0,525.0,1000.0,1600.0,380.0,1800.0
Jamall Emmers,Pat Sabatini,-150.0,130,66.66666666666666,130.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Blue,False,Featherweight,MALE,3,0,1,0,1.6,0.5,2.7,0.89,0.16,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,145,0,1,0,5.73,0.53,0.4,2.76,0.53,1,2,8,0,0,0,1,0,0,0,1,Orthodox,177.8,187.96,145,32,30,0,0,0,0,-2,-5,0,0,0,-5.0800000000000125,-10.159999999999997,-2,-4.130000000000001,2.3000000000000003,-1.87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Heel Hook,1.0,1:53,113.0,120.0,275.0,1100.0,450.0,550.0,1100.0
Mana Martinez,Guido Cannetti,-305.0,240,32.78688524590164,240.0,2021-08-28,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,2,0,0,3.2,0.54,0.2,2.04,0.5,1,4,12,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,135,1,0,0,4.84,0.5,0.9,1.73,0.66,0,1,1,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,135,25,41,1,0,1,2,3,11,0,0,0,-10.159999999999997,-5.0800000000000125,16,-1.6399999999999997,-0.7,0.31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,450.0,550.0,900.0,700.0,-135.0,900.0
Jared Cannonier,Kelvin Gastelum,-145.0,125,68.96551724,125.0,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,5,1,0,0,3.53,0.41,0.1,1.05,0.32,5,7,52,1,0,3,3,3,2,0,11,Southpaw,175.26,180.34,185,1,0,0,3.6,0.49,0.0,0.12,0.33,3,5,23,0,0,0,1,5,0,0,6,Switch,180.34,195.58,185,37,29,0,0,2,5,2,29,1,-2,2,-5.08,-15.24,-8,-0.07,0.1,0.93,1,1,9.0,3.0,,,,,,,3.0,,,,,,,,,,,,,9.0,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,300.0,240.0,1000.0,1100.0,175.0,600.0
Clay Guida,Mark Madsen,150.0,-170,150.0,58.82352941,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,2,0,4.33,0.48,0.0,4.33,0.6,2,0,4,0,0,0,1,1,0,0,2,Orthodox,172.72,182.88,155,0,1,0,2.53,0.34,0.7,3.24,0.38,4,15,90,0,0,3,9,2,4,0,18,Orthodox,170.18,177.8,155,39,36,0,1,-2,-16,-15,-86,0,-1,-4,2.54,5.08,-3,1.8,-0.7,1.09,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,275.0,120.0,900.0,600.0,700.0,700.0
Parker Porter,Chase Sherman,170.0,-200,170.0,50.0,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,1,0,0,6.24,0.45,0.0,0.0,0.0,2,6,22,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,250,0,1,0,8.48,0.51,0.7,1.42,0.3,1,1,4,0,0,0,1,0,0,0,1,Orthodox,182.88,190.5,265,36,31,1,-1,1,2,5,18,0,2,0,10.16,7.62,-5,-2.24,-0.7,-1.42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,450.0,300.0,900.0,1600.0,500.0,120.0
Trevin Jones,Saidyokub Kakhramonov,-150.0,130,66.66666667,130.0,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,0,0,2.46,0.55,4.1,2.05,0.28,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,1,0,2.22,0.54,0.0,1.09,0.15,1,0,4,0,0,0,0,1,0,0,1,Southpaw,170.18,177.8,135,31,25,0,-1,-1,-1,0,-4,0,-1,0,2.54,-2.54,-6,0.24,4.1,0.96,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,3.0,4:39,879.0,550.0,275.0,400.0,700.0,150.0,600.0
Vinc Pichel,Austin Hubbard,-140.0,120,71.42857143,120.0,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Lightweight,MALE,3,0,1,0,3.67,0.47,0.0,1.35,0.61,1,3,15,0,0,0,2,1,0,0,3,Orthodox,177.8,180.34,155,0,2,0,3.42,0.45,0.3,3.29,0.54,4,2,19,0,0,0,5,1,0,0,6,Orthodox,177.8,182.88,155,38,29,0,-1,-3,-3,1,-4,0,0,0,0.0,-2.54,-9,0.25,-0.3,-1.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,140.0,180.0,1200.0,1000.0,700.0,550.0
Alexandre Pantoja,Brandon Royval,-170.0,150,58.82352941,150.0,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Flyweight,MALE,3,1,0,0,3.44,0.41,1.7,1.16,1.0,2,1,5,0,0,0,0,0,2,0,2,Southpaw,175.26,172.72,125,0,1,0,4.24,0.48,1.1,1.26,0.38,3,3,24,0,0,1,2,2,2,0,7,Orthodox,165.1,170.18,125,31,29,1,-1,-1,-5,-2,-19,0,-2,0,10.16,2.54,-2,-0.8,0.6,-0.1,1,1,6.0,3.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,6.0,,Red,SUB,Rear Naked Choke,2.0,1:46,406.0,165.0,350.0,450.0,600.0,400.0,700.0
Austin Lingo,Luis Saldana,100.0,-120,100.0,83.33333333,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,2,0,4.66,0.5,0.4,0.0,0.0,2,0,6,0,0,0,1,1,0,0,2,Orthodox,180.34,185.42,145,0,1,0,4.0,0.42,0.0,0.67,0.66,1,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,177.8,145,27,30,0,1,1,1,-1,0,0,1,0,2.54,7.62,3,0.66,0.4,-0.67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,250.0,240.0,900.0,600.0,350.0,350.0
Brian Kelleher,Domingo Pilarte,-170.0,150,58.82352941,150.0,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,1,0,0,1.31,0.47,0.8,1.2,0.42,1,1,6,0,0,0,0,0,1,0,1,Southpaw,182.88,185.42,135,1,0,0,3.63,0.4,0.9,1.28,0.33,2,5,22,0,0,0,1,2,3,0,6,Switch,167.64,167.64,135,35,31,0,0,-1,-5,-4,-16,0,-2,-2,15.24,17.78,-4,-2.32,-0.1,-0.08,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,500.0,350.0,400.0,550.0,150.0,800.0
Bea Malecki,Josiane Nunes,-155.0,135,64.51612903,135.0,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,10.61,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,157.48,170.18,135,0,2,0,6.84,0.46,1.1,0.0,0.0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,175.26,187.96,135,29,27,0,-2,-2,-2,0,-5,0,0,-1,-17.78,-17.78,-2,3.77,-1.1,0.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:54,294.0,165.0,330.0,550.0,1200.0,350.0,400.0
William Knight,Fabio Cherant,-170.0,150,58.82352941,150.0,8/21/2021,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,2,0,0,2.01,0.47,0.0,0.0,0.0,0,2,3,0,0,0,0,0,0,0,0,Southpaw,185.42,187.96,205,1,0,0,3.55,0.72,0.3,2.36,0.53,3,1,10,0,0,0,1,2,0,0,3,Orthodox,177.8,185.42,205,33,26,1,0,-3,-3,1,-7,0,-2,0,7.62,2.54,-7,-1.54,-0.3,-2.36,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:58,238.0,350.0,450.0,1400.0,600.0,120.0,500.0
Roosevelt Roberts,Ignacio Bahamondes,-155.0,135,64.51612903,135.0,8/21/2021,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,7.56,0.42,0.0,0.0,0.0,1,1,5,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,155,1,0,0,3.14,0.44,0.9,1.44,0.29,3,2,16,0,0,0,2,0,3,0,5,Orthodox,187.96,185.42,155,27,23,0,0,-2,-4,-1,-11,0,1,-3,2.54,5.08,-4,4.42,-0.9,-1.44,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Kick,3.0,4:55,895.0,180.0,330.0,330.0,1600.0,800.0,350.0
